episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
60,100,DQN,0.36472352941176467,0.7575757575757576,36000,600.0,9,0.0001,0.005866358024691353,36.333333333333336,264,196.11804384485666,600.0,0.010994107474883398,0.0,0.0,0.0,0.0
61,100,DQN,0.354135294117647,0.7636363636363637,36600,600.0,9,0.0001,0.004658024691358028,35.77777777777778,248,206.69352014010508,600.0,0.010921803369031598,0.0,0.0,0.0,0.0
62,100,DQN,0.3435470588235294,0.7696969696969698,37200,600.0,9,0.0001,0.0038648148148148157,35.77777777777778,250,203.5513043478261,600.0,0.011069954143216213,0.0,0.0,0.0,0.0
63,100,DQN,0.33295882352941175,0.7757575757575759,37800,600.0,9,0.0001,0.0016216049382716039,38.0,280,206.86602870813397,600.0,0.0111094918466794,0.0,0.0,0.0,0.0
64,100,DQN,0.3223705882352941,0.7818181818181817,38400,600.0,9,0.0001,0.0023839506172839493,35.44444444444444,262,192.93470790378007,600.0,0.011088119852356613,0.0,0.0,0.0,0.0
65,100,DQN,0.3117823529411764,0.7878787878787878,39000,600.0,9,0.0001,0.004839197530864199,36.333333333333336,272,200.38308457711443,600.0,0.011184412081881116,0.0,0.0,0.0,0.0
66,100,DQN,0.30119411764705883,0.793939393939394,39600,600.0,9,0.0001,0.004296913580246917,35.888888888888886,267,209.28522920203736,600.0,0.011035327121304969,0.0,0.0,0.0,0.0
67,100,DQN,0.29060588235294116,0.8,40200,600.0,9,0.0001,0.001312037037037037,34.77777777777778,261,194.97556719022688,600.0,0.011205427569026748,0.0,0.0,0.0,0.0
68,100,DQN,0.2800176470588235,0.8060606060606061,40800,600.0,9,0.0001,0.0016962962962962973,38.0,247,208.33898305084745,600.0,0.01164706671377644,0.0,0.0,0.0,0.0
69,100,DQN,0.2694294117647059,0.8121212121212121,41400,600.0,9,0.0001,0.002614197530864195,38.44444444444444,313,186.87594553706506,600.0,0.0118531209238184,0.0,0.0,0.0,0.0
70,100,DQN,0.25884117647058824,0.8181818181818182,42000,600.0,9,0.0001,0.004816666666666667,39.333333333333336,250,204.63531353135315,600.0,0.011759961370068291,0.0,0.0,0.0,0.0
71,100,DQN,0.24825294117647057,0.8242424242424242,42600,600.0,9,0.0001,0.002333641975308642,39.44444444444444,239,211.94763513513513,600.0,0.01189115287658448,0.0,0.0,0.0,0.0
72,100,DQN,0.2376647058823529,0.8303030303030303,43200,600.0,9,0.0001,0.0021870370370370364,39.77777777777778,258,220.5616883116883,600.0,0.01164968024007976,0.0,0.0,0.0,0.0
73,100,DQN,0.2270764705882352,0.8363636363636364,43800,600.0,9,0.0001,0.001918209876543209,39.333333333333336,256,209.42459016393443,600.0,0.01174794151292493,0.0,0.0,0.0,0.0
74,100,DQN,0.21648823529411765,0.8424242424242424,44400,600.0,9,0.0001,0.004211728395061728,38.111111111111114,263,203.70888157894737,600.0,0.011686834060431769,0.0,0.0,0.0,0.0
75,100,DQN,0.20589999999999997,0.8484848484848485,45000,600.0,9,0.0001,0.003198148148148151,40.333333333333336,289,191.58218125960062,600.0,0.011428613679017872,0.0,0.0,0.0,0.0
76,100,DQN,0.1953117647058823,0.8545454545454545,45600,600.0,9,0.0001,0.0032469135802469127,31.77777777777778,238,191.43047619047618,600.0,0.011492377646112193,0.0,0.0,0.0,0.0
77,100,DQN,0.18472352941176473,0.8606060606060606,46200,600.0,9,0.0001,0.0078018518518518445,38.888888888888886,275,213.1248,600.0,0.01197294831663991,0.0,0.0,0.0,0.0
78,100,DQN,0.17413529411764705,0.8666666666666667,46800,600.0,9,0.0001,0.003952777777777777,37.0,282,193.4910277324633,600.0,0.012319929846562445,0.0,0.0,0.0,0.0
79,100,DQN,0.16354705882352938,0.8727272727272727,47400,600.0,9,0.0001,0.003054938271604936,38.44444444444444,279,207.85623003194888,600.0,0.01216812842603152,0.0,0.0,0.0,0.0
80,100,DQN,0.1529588235294118,0.8787878787878788,48000,600.0,9,0.0001,0.0018904320987654314,35.111111111111114,247,206.77345132743363,600.0,0.012913551318924875,0.0,0.0,0.0,0.0
81,100,DQN,0.14237058823529403,0.8848484848484848,48600,600.0,9,0.0001,0.005218518518518517,40.888888888888886,264,217.97310126582278,600.0,0.01498611579881981,0.0,0.0,0.0,0.0
82,100,DQN,0.13178235294117646,0.8909090909090909,49200,600.0,9,0.0001,0.004827160493827162,34.55555555555556,294,193.47438016528926,600.0,0.01438684022364517,0.0,0.0,0.0,0.0
83,100,DQN,0.12119411764705879,0.896969696969697,49800,600.0,9,0.0001,0.002815123456790123,33.55555555555556,273,191.57512953367876,600.0,0.01656982166071733,0.0,0.0,0.0,0.0
84,100,DQN,0.11060588235294111,0.903030303030303,50400,600.0,9,0.0001,0.002397222222222223,39.77777777777778,255,210.31980519480518,600.0,0.01750088345259428,0.0,0.0,0.0,0.0
85,100,DQN,0.10001764705882354,0.9090909090909091,51000,600.0,9,0.0001,0.003669753086419756,41.333333333333336,269,221.6327160493827,600.0,0.01917838552268222,0.0,0.0,0.0,0.0
86,100,DQN,0.1,0.9151515151515152,51600,600.0,9,0.0001,0.00564783950617284,41.0,267,217.67185069984447,600.0,0.020840761219151318,0.0,0.0,0.0,0.0
87,100,DQN,0.1,0.9212121212121213,52200,600.0,9,0.0001,0.0024382716049382684,39.55555555555556,276,205.87183544303798,600.0,0.023207850089141478,0.0,0.0,0.0,0.0
88,100,DQN,0.1,0.9272727272727272,52800,600.0,9,0.0001,0.00400432098765432,38.666666666666664,293,199.2950310559006,600.0,0.02517977446007232,0.0,0.0,0.0,0.0
89,100,DQN,0.1,0.9333333333333333,53400,600.0,9,0.0001,0.0019108024691358028,33.111111111111114,249,205.88129496402877,600.0,0.023664303900829207,0.0,0.0,0.0,0.0
90,100,DQN,0.1,0.9393939393939394,54000,600.0,9,0.0001,0.0033151234567901223,39.77777777777778,257,214.4388254486134,600.0,0.024233910674229264,0.0,0.0,0.0,0.0
91,100,DQN,0.1,0.9454545454545454,54600,600.0,9,0.0001,0.005210493827160498,42.111111111111114,250,201.95192307692307,600.0,0.024674944450768333,0.0,0.0,0.0,0.0
92,100,DQN,0.1,0.9515151515151515,55200,600.0,9,0.0001,0.0036135802469135798,42.111111111111114,256,218.7613104524181,600.0,0.02564613178372383,0.0,0.0,0.0,0.0
93,100,DQN,0.1,0.9575757575757575,55800,600.0,9,0.0001,0.003125000000000002,33.111111111111114,259,206.5600706713781,600.0,0.028249850176119556,0.0,0.0,0.0,0.0
94,100,DQN,0.1,0.9636363636363636,56400,600.0,9,0.0001,0.0054268518518518554,34.44444444444444,301,190.04738562091504,600.0,0.028447576966136694,0.0,0.0,0.0,0.0
95,100,DQN,0.1,0.9696969696969697,57000,600.0,9,0.0001,0.0035567901234567923,36.77777777777778,267,194.89782244556113,600.0,0.02838035879811893,0.0,0.0,0.0,0.0
96,100,DQN,0.1,0.9757575757575757,57600,600.0,9,0.0001,0.004034259259259258,38.333333333333336,271,213.36070853462158,600.0,0.028535597456308702,0.0,0.0,0.0,0.0
97,100,DQN,0.1,0.9818181818181818,58200,600.0,9,0.0001,0.004528703703703702,38.0,282,197.8208,600.0,0.02921749713132158,0.0,0.0,0.0,0.0
98,100,DQN,0.1,0.9878787878787879,58800,600.0,9,0.0001,0.0031540123456790113,36.0,259,203.93675213675215,600.0,0.031153377747007955,0.0,0.0,0.0,0.0
99,100,DQN,0.1,0.993939393939394,59400,600.0,9,0.0001,0.003000000000000002,37.333333333333336,238,208.625,600.0,0.02904286324356993,0.0,0.0,0.0,0.0
100,100,DQN,0.1,1.0,60000,600.0,9,0.0001,8.858024691358032e-05,34.44444444444444,260,192.76048951048952,600.0,0.029035152651680014,0.0,0.0,0.0,0.0
