episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
12,100,DQN,0.8729588235294118,0.4666666666666667,7200,600.0,9,0.0001,0.003160493827160493,37.666666666666664,256,198.55074875207987,600.0,0.033751853129360826,0.0,0.0,0.0,0.0
13,100,DQN,0.8623705882352941,0.4727272727272728,7800,600.0,9,0.0001,0.0037620370370370373,35.44444444444444,268,196.88586030664396,600.0,0.03420155860095595,0.0,0.0,0.0,0.0
14,100,DQN,0.8517823529411764,0.4787878787878788,8400,600.0,9,0.0001,0.0024734567901234564,38.0,289,194.0920634920635,600.0,0.034377494456324105,0.0,0.0,0.0,0.0
15,100,DQN,0.8411941176470588,0.48484848484848486,9000,600.0,9,0.0001,0.003017592592592592,36.55555555555556,265,211.64154103852596,600.0,0.03446191207350542,0.0,0.0,0.0,0.0
16,100,DQN,0.8306058823529412,0.49090909090909096,9600,600.0,9,0.0001,0.0029308641975308645,36.666666666666664,272,200.4700996677741,600.0,0.03441479183733463,0.0,0.0,0.0,0.0
17,100,DQN,0.8200176470588235,0.496969696969697,10200,600.0,9,0.0001,0.004428395061728396,37.888888888888886,295,198.03912363067292,600.0,0.03411527979032447,0.0,0.0,0.0,0.0
18,100,DQN,0.8094294117647058,0.503030303030303,10800,600.0,9,0.0001,0.0006259259259259252,35.111111111111114,269,192.57167235494882,600.0,0.03514829850445191,0.0,0.0,0.0,0.0
19,100,DQN,0.7988411764705883,0.5090909090909091,11400,600.0,9,0.0001,0.0030123456790123494,42.55555555555556,277,206.08194233687405,600.0,0.033834098560813194,0.0,0.0,0.0,0.0
20,100,DQN,0.7882529411764706,0.5151515151515151,12000,600.0,9,0.0001,0.004132098765432099,34.111111111111114,284,191.72175379426645,600.0,0.03565078925302562,0.0,0.0,0.0,0.0
21,100,DQN,0.7776647058823529,0.5212121212121212,12600,600.0,9,0.0001,0.0027611111111111118,38.333333333333336,284,195.1435331230284,600.0,0.03602908592709961,0.0,0.0,0.0,0.0
22,100,DQN,0.7670764705882352,0.5272727272727273,13200,600.0,9,0.0001,0.004765123456790123,38.55555555555556,280,196.29712460063897,600.0,0.03640453424615164,0.0,0.0,0.0,0.0
23,100,DQN,0.7564882352941177,0.5333333333333333,13800,600.0,9,0.0001,0.001745987654320988,35.22222222222222,230,205.3235831809872,600.0,0.034770205167975896,0.0,0.0,0.0,0.0
24,100,DQN,0.7459,0.5393939393939394,14400,600.0,9,0.0001,0.0027783950617283927,36.0,287,186.52188006482982,600.0,0.035753755763095495,0.0,0.0,0.0,0.0
25,100,DQN,0.7353117647058823,0.5454545454545454,15000,600.0,9,0.0001,0.0009456790123456783,36.666666666666664,282,195.94471544715446,600.0,0.03486965117898459,0.0,0.0,0.0,0.0
26,100,DQN,0.7247235294117647,0.5515151515151515,15600,600.0,9,0.0001,0.005234259259259261,33.44444444444444,286,183.55119453924914,600.0,0.034679834875278176,0.0,0.0,0.0,0.0
27,100,DQN,0.7141352941176471,0.5575757575757576,16200,600.0,9,0.0001,0.004332716049382717,36.888888888888886,250,210.1663807890223,600.0,0.0368113525553296,0.0,0.0,0.0,0.0
28,100,DQN,0.7035470588235294,0.5636363636363636,16800,600.0,9,0.0001,0.002529938271604939,33.888888888888886,273,188.41666666666666,600.0,0.0374505950009916,0.0,0.0,0.0,0.0
29,100,DQN,0.6929588235294117,0.5696969696969697,17400,600.0,9,0.0001,0.004101543209876543,39.22222222222222,286,195.6796875,600.0,0.035945709195220846,0.0,0.0,0.0,0.0
30,100,DQN,0.6823705882352942,0.5757575757575758,18000,600.0,9,0.0001,0.003637345679012344,35.55555555555556,272,195.73569023569024,600.0,0.0363885788693248,0.0,0.0,0.0,0.0
31,100,DQN,0.6717823529411765,0.5818181818181818,18600,600.0,9,0.0001,0.0019030864197530847,33.888888888888886,274,187.8485370051635,600.0,0.03570430670360414,0.0,0.0,0.0,0.0
32,100,DQN,0.6611941176470588,0.5878787878787879,19200,600.0,9,0.0001,0.00033487654320987645,41.44444444444444,244,210.3896103896104,600.0,0.035980518960859624,0.0,0.0,0.0,0.0
33,100,DQN,0.6506058823529411,0.593939393939394,19800,600.0,9,0.0001,0.0014191358024691365,35.111111111111114,282,178.10702341137124,600.0,0.03593292913710078,0.0,0.0,0.0,0.0
34,100,DQN,0.6400176470588235,0.6,20400,600.0,9,0.0001,0.0035478395061728386,37.77777777777778,267,205.1342062193126,600.0,0.03552050576700518,0.0,0.0,0.0,0.0
35,100,DQN,0.6294294117647059,0.6060606060606061,21000,600.0,9,0.0001,0.0024716049382716055,33.888888888888886,284,185.12224108658742,600.0,0.03493829960779597,0.0,0.0,0.0,0.0
36,100,DQN,0.6188411764705882,0.6121212121212122,21600,600.0,9,0.0001,0.004299074074074073,39.111111111111114,275,203.27689873417722,600.0,0.03595298408608263,0.0,0.0,0.0,0.0
37,100,DQN,0.6082529411764706,0.6181818181818182,22200,600.0,9,0.0001,0.0023783950617283973,36.55555555555556,270,194.26833333333335,600.0,0.0371147917304188,0.0,0.0,0.0,0.0
38,100,DQN,0.597664705882353,0.6242424242424243,22800,600.0,9,0.0001,0.003219753086419753,38.0,237,202.14188034188035,600.0,0.036749324209134404,0.0,0.0,0.0,0.0
39,100,DQN,0.5870764705882353,0.6303030303030304,23400,600.0,9,0.0001,0.0035379629629629632,37.0,287,198.59615384615384,600.0,0.03955273598859397,0.0,0.0,0.0,0.0
40,100,DQN,0.5764882352941176,0.6363636363636364,24000,600.0,9,0.0001,0.002636111111111108,37.22222222222222,288,188.31511254019293,600.0,0.03953001445159316,0.0,0.0,0.0,0.0
41,100,DQN,0.5659000000000001,0.6424242424242425,24600,600.0,9,0.0001,0.004965123456790122,34.333333333333336,283,200.5608108108108,600.0,0.038366365096687026,0.0,0.0,0.0,0.0
42,100,DQN,0.5553117647058823,0.6484848484848484,25200,600.0,9,0.0001,0.004038271604938271,40.0,285,208.49065420560748,600.0,0.038376020084057626,0.0,0.0,0.0,0.0
43,100,DQN,0.5447235294117647,0.6545454545454545,25800,600.0,9,0.0001,0.0018003086419753104,35.77777777777778,266,192.04222972972974,600.0,0.039607484927789,0.0,0.0,0.0,0.0
44,100,DQN,0.5341352941176469,0.6606060606060606,26400,600.0,9,0.0001,0.003338271604938269,35.666666666666664,261,197.40549828178695,600.0,0.03902960233351526,0.0,0.0,0.0,0.0
45,100,DQN,0.5235470588235294,0.6666666666666667,27000,600.0,9,0.0001,0.00334537037037037,36.333333333333336,263,194.52782462057337,600.0,0.03789286824602944,0.0,0.0,0.0,0.0
46,100,DQN,0.5129588235294118,0.6727272727272727,27600,600.0,9,0.0001,0.002370061728395062,35.55555555555556,254,201.49652777777777,600.0,0.03900822973732526,0.0,0.0,0.0,0.0
47,100,DQN,0.502370588235294,0.6787878787878787,28200,600.0,9,0.0001,0.002113271604938271,35.77777777777778,264,200.72635135135135,600.0,0.03954353972687386,0.0,0.0,0.0,0.0
48,100,DQN,0.49178235294117645,0.6848484848484848,28800,600.0,9,0.0001,0.00027191358024691284,36.44444444444444,254,194.4017094017094,600.0,0.039896562939975413,0.0,0.0,0.0,0.0
49,100,DQN,0.4811941176470589,0.6909090909090909,29400,600.0,9,0.0001,0.0024799382716049366,39.333333333333336,262,196.83468395461912,600.0,0.03961283801899602,0.0,0.0,0.0,0.0
50,100,DQN,0.4706058823529411,0.696969696969697,30000,600.0,9,0.0001,0.0037086419753086432,40.333333333333336,292,186.53353658536585,600.0,0.040666875660341856,0.0,0.0,0.0,0.0
51,100,DQN,0.46001764705882353,0.7030303030303031,30600,600.0,9,0.0001,0.0035870370370370396,36.111111111111114,246,204.58289703315882,600.0,0.04096886238393684,0.0,0.0,0.0,0.0
52,100,DQN,0.44942941176470586,0.7090909090909091,31200,600.0,9,0.0001,0.002041049382716049,35.666666666666664,246,196.19683655536028,600.0,0.041194314563181254,0.0,0.0,0.0,0.0
53,100,DQN,0.4388411764705882,0.7151515151515152,31800,600.0,9,0.0001,0.0028740740740740745,38.22222222222222,279,202.967845659164,600.0,0.039815022364879646,0.0,0.0,0.0,0.0
54,100,DQN,0.4282529411764706,0.7212121212121212,32400,600.0,9,0.0001,0.0037561728395061667,37.333333333333336,275,189.90983606557376,600.0,0.04328090893453918,0.0,0.0,0.0,0.0
55,100,DQN,0.41766470588235294,0.7272727272727273,33000,600.0,9,0.0001,0.0028737654320987655,33.666666666666664,270,200.51478260869564,600.0,0.043585203662902736,0.0,0.0,0.0,0.0
56,100,DQN,0.40707647058823526,0.7333333333333334,33600,600.0,9,0.0001,0.0050537037037037,36.888888888888886,279,192.27704918032788,600.0,0.044344445839136215,0.0,0.0,0.0,0.0
57,100,DQN,0.3964882352941177,0.7393939393939394,34200,600.0,9,0.0001,0.0006543209876543203,35.666666666666664,254,207.88541666666666,600.0,0.04306754269986413,0.0,0.0,0.0,0.0
58,100,DQN,0.3859,0.7454545454545455,34800,600.0,9,0.0001,0.005118827160493825,36.0,283,193.33881578947367,600.0,0.043350772781996054,0.0,0.0,0.0,0.0
59,100,DQN,0.37531176470588234,0.7515151515151515,35400,600.0,9,0.0001,0.0037478395061728365,37.666666666666664,237,194.3425605536332,600.0,0.04189892675223139,0.0,0.0,0.0,0.0
60,100,DQN,0.36472352941176467,0.7575757575757576,36000,600.0,9,0.0001,0.003243518518518518,36.333333333333336,282,194.95090016366612,600.0,0.04342108121413427,0.0,0.0,0.0,0.0
61,100,DQN,0.354135294117647,0.7636363636363637,36600,600.0,9,0.0001,0.0020910493827160483,39.77777777777778,261,189.43295638126008,600.0,0.04257385077925088,0.0,0.0,0.0,0.0
62,100,DQN,0.3435470588235294,0.7696969696969698,37200,600.0,9,0.0001,0.002070987654320988,36.77777777777778,274,195.13322368421052,600.0,0.0435179928302144,0.0,0.0,0.0,0.0
63,100,DQN,0.33295882352941175,0.7757575757575759,37800,600.0,9,0.0001,0.0032234567901234554,35.44444444444444,259,195.58823529411765,600.0,0.04568266476271674,0.0,0.0,0.0,0.0
64,100,DQN,0.3223705882352941,0.7818181818181817,38400,600.0,9,0.0001,0.004612037037037036,39.0,267,198.07941653160455,600.0,0.04369758924042495,0.0,0.0,0.0,0.0
65,100,DQN,0.3117823529411764,0.7878787878787878,39000,600.0,9,0.0001,0.0003490740740740741,34.333333333333336,261,192.5191637630662,600.0,0.04456975607861144,0.0,0.0,0.0,0.0
66,100,DQN,0.30119411764705883,0.793939393939394,39600,600.0,9,0.0001,0.0045799382716049395,38.22222222222222,289,200.5188679245283,600.0,0.04415424839632275,0.0,0.0,0.0,0.0
67,100,DQN,0.29060588235294116,0.8,40200,600.0,9,0.0001,0.002096296296296297,36.77777777777778,280,190.22585924713584,600.0,0.044769680945513146,0.0,0.0,0.0,0.0
68,100,DQN,0.2800176470588235,0.8060606060606061,40800,600.0,9,0.0001,0.0053395061728395065,40.22222222222222,282,199.68006182380216,600.0,0.046669545449161284,0.0,0.0,0.0,0.0
69,100,DQN,0.2694294117647059,0.8121212121212121,41400,600.0,9,0.0001,0.0028475308641975334,37.888888888888886,262,204.502479338843,600.0,0.04547526229444581,0.0,0.0,0.0,0.0
70,100,DQN,0.25884117647058824,0.8181818181818182,42000,600.0,9,0.0001,0.002789506172839506,35.77777777777778,253,200.6637781629116,600.0,0.046445689730268594,0.0,0.0,0.0,0.0
71,100,DQN,0.24825294117647057,0.8242424242424242,42600,600.0,9,0.0001,0.00266574074074074,40.333333333333336,262,201.31796502384736,600.0,0.04506347430792327,0.0,0.0,0.0,0.0
72,100,DQN,0.2376647058823529,0.8303030303030303,43200,600.0,9,0.0001,0.004531481481481479,37.55555555555556,293,208.28593996840442,600.0,0.04768883308240523,0.0,0.0,0.0,0.0
73,100,DQN,0.2270764705882352,0.8363636363636364,43800,600.0,9,0.0001,0.002312037037037036,35.111111111111114,263,199.0587219343696,600.0,0.045996090808184814,0.0,0.0,0.0,0.0
74,100,DQN,0.21648823529411765,0.8424242424242424,44400,600.0,9,0.0001,0.0012243827160493832,41.44444444444444,278,210.49308755760367,600.0,0.04730107942208027,0.0,0.0,0.0,0.0
75,100,DQN,0.20589999999999997,0.8484848484848485,45000,600.0,9,0.0001,0.002597839506172838,40.666666666666664,287,208.09954058192955,600.0,0.04904567756612475,0.0,0.0,0.0,0.0
76,100,DQN,0.1953117647058823,0.8545454545454545,45600,600.0,9,0.0001,0.004509876543209876,41.55555555555556,274,217.7673343605547,600.0,0.050231269345774,0.0,0.0,0.0,0.0
77,100,DQN,0.18472352941176473,0.8606060606060606,46200,600.0,9,0.0001,0.0017601851851851839,36.77777777777778,263,208.54237288135593,600.0,0.0508282992329138,0.0,0.0,0.0,0.0
78,100,DQN,0.17413529411764705,0.8666666666666667,46800,600.0,9,0.0001,0.002032716049382716,38.77777777777778,226,225.48611111111111,600.0,0.051071051742571094,0.0,0.0,0.0,0.0
79,100,DQN,0.16354705882352938,0.8727272727272727,47400,600.0,9,0.0001,0.0034700617283950617,39.111111111111114,265,211.1260096930533,600.0,0.055607141564833,0.0,0.0,0.0,0.0
80,100,DQN,0.1529588235294118,0.8787878787878788,48000,600.0,9,0.0001,0.0023308641975308643,38.666666666666664,226,230.30756013745705,600.0,0.05501314227314045,0.0,0.0,0.0,0.0
81,100,DQN,0.14237058823529403,0.8848484848484848,48600,600.0,9,0.0001,0.003270679012345676,38.333333333333336,238,212.58404074702887,600.0,0.05576403261239951,0.0,0.0,0.0,0.0
82,100,DQN,0.13178235294117646,0.8909090909090909,49200,600.0,9,0.0001,0.003748456790123454,38.22222222222222,269,199.92045454545453,600.0,0.05750169681229939,0.0,0.0,0.0,0.0
83,100,DQN,0.12119411764705879,0.896969696969697,49800,600.0,9,0.0001,0.00425061728395062,39.0,243,222.31281198003327,600.0,0.061028264972846955,0.0,0.0,0.0,0.0
84,100,DQN,0.11060588235294111,0.903030303030303,50400,600.0,9,0.0001,0.0039632716049382635,41.111111111111114,266,226.04354587869364,600.0,0.06100791802785049,0.0,0.0,0.0,0.0
85,100,DQN,0.10001764705882354,0.9090909090909091,51000,600.0,9,0.0001,0.004245061728395065,36.77777777777778,263,228.50836120401337,600.0,0.0628464138150836,0.0,0.0,0.0,0.0
86,100,DQN,0.1,0.9151515151515152,51600,600.0,9,0.0001,0.0005645061728395064,39.333333333333336,275,230.66509433962264,600.0,0.06691765727320065,0.0,0.0,0.0,0.0
87,100,DQN,0.1,0.9212121212121213,52200,600.0,9,0.0001,0.0030537037037037043,37.0,314,195.74382716049382,600.0,0.06711090502717222,0.0,0.0,0.0,0.0
88,100,DQN,0.1,0.9272727272727272,52800,600.0,9,0.0001,0.002097222222222223,34.55555555555556,277,196.2037351443124,600.0,0.07089402106202518,0.0,0.0,0.0,0.0
89,100,DQN,0.1,0.9333333333333333,53400,600.0,9,0.0001,0.005342901234567899,36.111111111111114,279,207.3956953642384,600.0,0.07453766783388953,0.0,0.0,0.0,0.0
90,100,DQN,0.1,0.9393939393939394,54000,600.0,9,0.0001,0.002221604938271603,39.77777777777778,273,222.4015873015873,600.0,0.07515378625908245,0.0,0.0,0.0,0.0
91,100,DQN,0.1,0.9454545454545454,54600,600.0,9,0.0001,0.004163888888888885,41.333333333333336,250,236.914653784219,600.0,0.08180369070886324,0.0,0.0,0.0,0.0
92,100,DQN,0.1,0.9515151515151515,55200,600.0,9,0.0001,0.002371604938271607,37.0,240,218.3899480069324,600.0,0.08661082572148492,0.0,0.0,0.0,0.0
93,100,DQN,0.1,0.9575757575757575,55800,600.0,9,0.0001,0.004395061728395059,38.0,290,191.45886075949366,600.0,0.083852383045014,0.0,0.0,0.0,0.0
94,100,DQN,0.1,0.9636363636363636,56400,600.0,9,0.0001,0.0013716049382716034,36.55555555555556,285,201.88511326860842,600.0,0.08635031844178835,0.0,0.0,0.0,0.0
95,100,DQN,0.1,0.9696969696969697,57000,600.0,9,0.0001,0.0028734567901234566,35.22222222222222,246,208.71302816901408,600.0,0.09178469154052436,0.0,0.0,0.0,0.0
96,100,DQN,0.1,0.9757575757575757,57600,600.0,9,0.0001,0.004915740740740738,35.55555555555556,291,220.58481421647818,600.0,0.0915311500368019,0.0,0.0,0.0,0.0
97,100,DQN,0.1,0.9818181818181818,58200,600.0,9,0.0001,0.003994135802469137,34.44444444444444,269,219.02551020408163,600.0,0.09136441440088675,0.0,0.0,0.0,0.0
98,100,DQN,0.1,0.9878787878787879,58800,600.0,9,0.0001,0.004274382716049387,40.666666666666664,252,226.41639871382637,600.0,0.09096800588381787,0.0,0.0,0.0,0.0
99,100,DQN,0.1,0.993939393939394,59400,600.0,9,0.0001,0.004866358024691354,39.44444444444444,242,219.40604026845637,600.0,0.09071786612737924,0.0,0.0,0.0,0.0
100,100,DQN,0.1,1.0,60000,600.0,9,0.0001,0.002876543209876543,39.333333333333336,251,208.69950738916256,600.0,0.09658143724314869,0.0,0.0,0.0,0.0
