episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
1,100,DQN,0.9894294117647059,0.4,600,489.0,9,0.0001,0.0035972222222222286,33.666666666666664,251,194.36265709156194,489.0,0.02308932072835344,0.0,0.0,0.0,0.0
2,100,DQN,0.9788411764705882,0.40606060606060607,1200,600.0,9,0.0001,0.004507716049382719,38.0,264,214.9818780889621,600.0,0.05082421721890569,0.0,0.0,0.0,0.0
3,100,DQN,0.9682529411764705,0.41212121212121217,1800,600.0,9,0.0001,0.0012410493827160485,35.333333333333336,277,190.72895622895624,600.0,0.06767038262914866,0.0,0.0,0.0,0.0
4,100,DQN,0.957664705882353,0.4181818181818182,2400,600.0,9,0.0001,0.002669444444444447,35.666666666666664,268,199.12372881355932,600.0,0.07297265581864243,0.0,0.0,0.0,0.0
5,100,DQN,0.9470764705882353,0.42424242424242425,3000,600.0,9,0.0001,0.0036151234567901227,38.888888888888886,239,212.106239460371,600.0,0.07857895441508542,0.0,0.0,0.0,0.0
6,100,DQN,0.9364882352941176,0.4303030303030303,3600,600.0,9,0.0001,0.004567592592592593,34.666666666666664,288,198.52166666666668,600.0,0.08395356175955385,0.0,0.0,0.0,0.0
7,100,DQN,0.9259,0.4363636363636364,4200,600.0,9,0.0001,0.0015098765432098773,37.77777777777778,275,190.04227642276422,600.0,0.08508270407405992,0.0,0.0,0.0,0.0
8,100,DQN,0.9153117647058824,0.44242424242424244,4800,600.0,9,0.0001,0.004639814814814813,38.22222222222222,258,195.8388704318937,600.0,0.08834974000075212,0.0,0.0,0.0,0.0
9,100,DQN,0.9047235294117647,0.4484848484848485,5400,600.0,9,0.0001,0.00270462962962963,35.666666666666664,278,198.99006622516555,600.0,0.09017216144440075,0.0,0.0,0.0,0.0
10,100,DQN,0.894135294117647,0.4545454545454546,6000,600.0,9,0.0001,0.003910802469135806,36.333333333333336,258,208.72866894197952,600.0,0.08896607583854348,0.0,0.0,0.0,0.0
11,100,DQN,0.8835470588235295,0.46060606060606063,6600,600.0,9,0.0001,0.003084567901234568,36.77777777777778,265,195.7785234899329,600.0,0.09087910179824879,0.0,0.0,0.0,0.0
12,100,DQN,0.8729588235294118,0.4666666666666667,7200,600.0,9,0.0001,0.0052283950617283996,34.666666666666664,243,205.35008976660683,600.0,0.09255276418291032,0.0,0.0,0.0,0.0
13,100,DQN,0.8623705882352941,0.4727272727272728,7800,600.0,9,0.0001,0.0008839506172839514,37.888888888888886,268,196.62581699346404,600.0,0.09325739215593785,0.0,0.0,0.0,0.0
14,100,DQN,0.8517823529411764,0.4787878787878788,8400,600.0,9,0.0001,0.0030135802469135825,34.0,244,196.42105263157896,600.0,0.09648774520183603,0.0,0.0,0.0,0.0
15,100,DQN,0.8411941176470588,0.48484848484848486,9000,600.0,9,0.0001,0.002892592592592592,35.888888888888886,257,205.4417808219178,600.0,0.09434651620841275,0.0,0.0,0.0,0.0
16,100,DQN,0.8306058823529412,0.49090909090909096,9600,600.0,9,0.0001,0.0027830246913580253,38.111111111111114,254,206.09302325581396,600.0,0.09151003824081272,0.0,0.0,0.0,0.0
17,100,DQN,0.8200176470588235,0.496969696969697,10200,600.0,9,0.0001,0.004023765432098765,41.888888888888886,265,203.09316770186336,600.0,0.09889351237565279,0.0,0.0,0.0,0.0
18,100,DQN,0.8094294117647058,0.503030303030303,10800,600.0,9,0.0001,0.0017219135802469154,33.666666666666664,263,200.68661971830986,600.0,0.09511630700125048,0.0,0.0,0.0,0.0
19,100,DQN,0.7988411764705883,0.5090909090909091,11400,600.0,9,0.0001,2.839506172839473e-05,37.888888888888886,260,211.07462686567163,600.0,0.09804626055837919,0.0,0.0,0.0,0.0
20,100,DQN,0.7882529411764706,0.5151515151515151,12000,600.0,9,0.0001,0.004845061728395063,36.111111111111114,265,195.79763912310287,600.0,0.10040610474223892,0.0,0.0,0.0,0.0
21,100,DQN,0.7776647058823529,0.5212121212121212,12600,600.0,9,0.0001,0.00316358024691358,35.111111111111114,241,200.73166368515206,600.0,0.09880110110466679,0.0,0.0,0.0,0.0
22,100,DQN,0.7670764705882352,0.5272727272727273,13200,600.0,9,0.0001,0.003936728395061725,36.333333333333336,268,206.63575042158516,600.0,0.0979060896144559,0.0,0.0,0.0,0.0
23,100,DQN,0.7564882352941177,0.5333333333333333,13800,600.0,9,0.0001,0.0020503086419753126,38.44444444444444,263,189.23973727422003,600.0,0.0987579001672566,0.0,0.0,0.0,0.0
24,100,DQN,0.7459,0.5393939393939394,14400,600.0,9,0.0001,0.00419351851851852,36.0,256,198.03436426116838,600.0,0.09875994086576005,0.0,0.0,0.0,0.0
25,100,DQN,0.7353117647058823,0.5454545454545454,15000,600.0,9,0.0001,0.0017330246913580235,34.888888888888886,271,197.3860544217687,600.0,0.09379632174658278,0.0,0.0,0.0,0.0
