episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
80,100,DQN,0.1529588235294118,0.8787878787878788,48000,600.0,9,0.0001,0.0021904320987654307,37.22222222222222,252,212.8839590443686,600.0,0.05021045959088952,0.0,0.0,0.0,0.0
81,100,DQN,0.14237058823529403,0.8848484848484848,48600,600.0,9,0.0001,0.002291358024691359,34.888888888888886,254,188.39543057996485,600.0,0.05107110993315776,0.0,0.0,0.0,0.0
82,100,DQN,0.13178235294117646,0.8909090909090909,49200,600.0,9,0.0001,-0.0003540123456790125,35.333333333333336,257,207.06735751295338,600.0,0.05194781079733123,0.0,0.0,0.0,0.0
83,100,DQN,0.12119411764705879,0.896969696969697,49800,600.0,9,0.0001,0.0018570987654320992,33.77777777777778,252,198.89407540394973,600.0,0.0512338739214465,0.0,0.0,0.0,0.0
84,100,DQN,0.11060588235294111,0.903030303030303,50400,600.0,9,0.0001,0.0028592592592592584,41.888888888888886,254,215.62916006339145,600.0,0.054374369725895426,0.0,0.0,0.0,0.0
85,100,DQN,0.10001764705882354,0.9090909090909091,51000,600.0,9,0.0001,0.00705277777777778,35.111111111111114,272,191.8909710391823,600.0,0.05341009185494234,0.0,0.0,0.0,0.0
86,100,DQN,0.1,0.9151515151515152,51600,600.0,9,0.0001,0.0030848765432098715,34.77777777777778,254,208.13957597173146,600.0,0.058891373599569,0.0,0.0,0.0,0.0
87,100,DQN,0.1,0.9212121212121213,52200,600.0,9,0.0001,0.003626851851851854,35.55555555555556,280,213.86046511627907,600.0,0.05802460136978577,0.0,0.0,0.0,0.0
88,100,DQN,0.1,0.9272727272727272,52800,600.0,9,0.0001,0.007551851851851854,39.77777777777778,286,203.1576506955178,600.0,0.06142093241214752,0.0,0.0,0.0,0.0
89,100,DQN,0.1,0.9333333333333333,53400,600.0,9,0.0001,0.006502469135802467,36.44444444444444,287,194.86644951140065,600.0,0.06646517154450218,0.0,0.0,0.0,0.0
90,100,DQN,0.1,0.9393939393939394,54000,600.0,9,0.0001,0.004760802469135804,37.666666666666664,287,215.13564668769715,600.0,0.06998369759724786,0.0,0.0,0.0,0.0
91,100,DQN,0.1,0.9454545454545454,54600,600.0,9,0.0001,0.004661419753086418,37.333333333333336,276,200.01463414634145,600.0,0.06799531422400226,0.0,0.0,0.0,0.0
92,100,DQN,0.1,0.9515151515151515,55200,600.0,9,0.0001,0.005657716049382714,35.333333333333336,282,185.59136212624585,600.0,0.06952372150185207,0.0,0.0,0.0,0.0
93,100,DQN,0.1,0.9575757575757575,55800,600.0,9,0.0001,0.0043944444444444395,35.44444444444444,300,203.39935587761676,600.0,0.0707052727478246,0.0,0.0,0.0,0.0
94,100,DQN,0.1,0.9636363636363636,56400,600.0,9,0.0001,0.002000308641975306,39.888888888888886,274,213.9794952681388,600.0,0.07138046827477713,0.0,0.0,0.0,0.0
95,100,DQN,0.1,0.9696969696969697,57000,600.0,9,0.0001,0.00036697530864197495,34.77777777777778,295,208.1451876019576,600.0,0.07242996181982259,0.0,0.0,0.0,0.0
96,100,DQN,0.1,0.9757575757575757,57600,600.0,9,0.0001,0.005458333333333335,38.333333333333336,270,203.73667205169627,600.0,0.06775695309353372,0.0,0.0,0.0,0.0
97,100,DQN,0.1,0.9818181818181818,58200,600.0,9,0.0001,0.004646296296296296,35.77777777777778,230,210.3049001814882,600.0,0.07115219242249926,0.0,0.0,0.0,0.0
98,100,DQN,0.1,0.9878787878787879,58800,600.0,9,0.0001,0.005686419753086416,37.0,271,203.6892561983471,600.0,0.07569305785621205,0.0,0.0,0.0,0.0
99,100,DQN,0.1,0.993939393939394,59400,600.0,9,0.0001,0.005036419753086421,39.888888888888886,327,194.15866084425036,600.0,0.07538795857690275,0.0,0.0,0.0,0.0
100,100,DQN,0.1,1.0,60000,600.0,9,0.0001,0.0017330246913580235,34.22222222222222,263,195.7982456140351,600.0,0.07712595880962908,0.0,0.0,0.0,0.0
