episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,gamma,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
1,250,GAT-DQN,0.9953567058823529,0.4,300,0.0,9,0.001,0.99,-0.3278820987654322,10.1625,494,110.73391812865498,0.0,0.0,0.0,0.0,0.0,0.0
2,250,GAT-DQN,0.9906978823529412,0.4024096385542169,600,0.0,9,0.001,0.99,-0.44727901234567913,13.7575,439,109.1763085399449,0.0,0.0,0.0,0.0,0.0,0.0
3,250,GAT-DQN,0.9860390588235294,0.40481927710843374,900,0.0,9,0.001,0.99,-0.31875,9.842777777777776,447,106.45359281437126,0.0,0.0,0.0,0.0,0.0,0.0
4,250,GAT-DQN,0.9813802352941177,0.4072289156626506,1200,201.0,9,0.001,0.99,-0.322772222222222,9.95638888888889,510,108.22457627118644,201.0,0.003294180425356573,0.0,0.0,0.0,0.0
5,250,GAT-DQN,0.9767214117647058,0.4096385542168675,1500,300.0,9,0.001,0.99,-0.2844919753086419,8.778796296296296,494,104.73899848254932,300.0,0.0012735041031070675,0.0,0.0,0.0,0.0
6,250,GAT-DQN,0.9720625882352941,0.41204819277108434,1800,300.0,9,0.001,0.99,-0.4111969135802466,12.645462962962963,425,110.15870786516854,300.0,0.0031916395074222236,0.0,0.0,0.0,0.0
7,250,GAT-DQN,0.9674037647058824,0.41445783132530123,2100,300.0,9,0.001,0.99,-0.3914975308641975,12.198703703703705,490,109.36425648021829,300.0,0.009058360964991153,0.0,0.0,0.0,0.0
8,250,GAT-DQN,0.9627449411764706,0.4168674698795181,2400,300.0,9,0.001,0.99,-0.3389314814814815,10.429166666666667,491,110.25544267053701,300.0,0.01688086646570203,0.0,0.0,0.0,0.0
9,250,GAT-DQN,0.9580861176470589,0.41927710843373495,2700,300.0,9,0.001,0.99,-0.3045981481481482,9.370648148148147,475,112.69728915662651,300.0,0.01479476878613544,0.0,0.0,0.0,0.0
10,250,GAT-DQN,0.953427294117647,0.42168674698795183,3000,300.0,9,0.001,0.99,-0.4214820987654322,12.969074074074076,421,107.55635838150289,300.0,0.023703807208221406,0.0,0.0,0.0,0.0
11,250,GAT-DQN,0.9487684705882353,0.4240963855421687,3300,300.0,9,0.001,0.99,-0.31683950617283935,9.850462962962963,503,102.28115942028985,300.0,0.03062262513830016,0.0,0.0,0.0,0.0
12,250,GAT-DQN,0.9441096470588235,0.42650602409638555,3600,300.0,9,0.001,0.99,-0.43111604938271614,13.265,399,103.50693374422188,300.0,0.029569864583512146,0.0,0.0,0.0,0.0
13,250,GAT-DQN,0.9394508235294118,0.42891566265060244,3900,300.0,9,0.001,0.99,-0.34033271604938276,10.626944444444444,496,109.64757709251101,300.0,0.0432533960416913,0.0,0.0,0.0,0.0
14,250,GAT-DQN,0.934792,0.43132530120481927,4200,300.0,9,0.001,0.99,-0.4636722222222224,14.255185185185182,381,110.78857142857143,300.0,0.04706332497919599,0.0,0.0,0.0,0.0
15,250,GAT-DQN,0.9301331764705882,0.43373493975903615,4500,300.0,9,0.001,0.99,-0.3304376543209876,10.161574074074075,456,113.22970903522206,300.0,0.05060749078635127,0.0,0.0,0.0,0.0
16,250,GAT-DQN,0.9254743529411764,0.43614457831325304,4800,300.0,9,0.001,0.99,-0.3253648148148151,10.037407407407406,482,106.08792846497765,300.0,0.04479702876880765,0.0,0.0,0.0,0.0
17,250,GAT-DQN,0.9208155294117647,0.43855421686746987,5100,300.0,9,0.001,0.99,-0.32912283950617277,10.117592592592592,483,108.94561933534743,300.0,0.06013987187917034,0.0,0.0,0.0,0.0
18,250,GAT-DQN,0.916156705882353,0.44096385542168676,5400,300.0,9,0.001,0.99,-0.4104253086419753,12.617962962962963,503,110.25648021828104,300.0,0.07611674078119297,0.0,0.0,0.0,0.0
19,250,GAT-DQN,0.9114978823529412,0.44337349397590364,5700,300.0,9,0.001,0.99,-0.33770925925925943,10.4425,526,109.85809906291834,300.0,0.06995329667503634,0.0,0.0,0.0,0.0
20,250,GAT-DQN,0.9068390588235294,0.44578313253012053,6000,300.0,9,0.001,0.99,-0.41493024691358027,12.805092592592592,423,114.59312320916905,300.0,0.07205846708267927,0.0,0.0,0.0,0.0
21,250,GAT-DQN,0.9021802352941176,0.44819277108433736,6300,300.0,9,0.001,0.99,-0.34072345679012356,10.506296296296295,438,112.35639097744361,300.0,0.0850276006385684,0.0,0.0,0.0,0.0
22,250,GAT-DQN,0.8975214117647059,0.45060240963855425,6600,300.0,9,0.001,0.99,-0.38909567901234554,12.012962962962964,484,112.46530612244898,300.0,0.07180000303313136,0.0,0.0,0.0,0.0
23,250,GAT-DQN,0.8928625882352941,0.4530120481927711,6900,300.0,9,0.001,0.99,-0.39004876543209904,12.093148148148147,476,106.46592489568846,300.0,0.08325274929404258,0.0,0.0,0.0,0.0
24,250,GAT-DQN,0.8882037647058824,0.45542168674698796,7200,300.0,9,0.001,0.99,-0.36588209876543204,11.298055555555557,466,114.73142857142857,300.0,0.09027527946978807,0.0,0.0,0.0,0.0
25,250,GAT-DQN,0.8835449411764706,0.45783132530120485,7500,300.0,9,0.001,0.99,-0.381048765432099,11.77787037037037,427,112.93123209169055,300.0,0.10847354489689072,0.0,0.0,0.0,0.0
26,250,GAT-DQN,0.8788861176470588,0.4602409638554217,7800,300.0,9,0.001,0.99,-0.37633703703703686,11.59,419,112.58610709117221,300.0,0.11076420788653195,0.0,0.0,0.0,0.0
27,250,GAT-DQN,0.874227294117647,0.46265060240963857,8100,300.0,9,0.001,0.99,-0.32415555555555564,9.963796296296296,414,123.06278713629403,300.0,0.12200575575232506,0.0,0.0,0.0,0.0
28,250,GAT-DQN,0.8695684705882353,0.46506024096385545,8400,300.0,9,0.001,0.99,-0.37170185185185195,11.410462962962965,397,115.34947049924357,300.0,0.12660887164374193,0.0,0.0,0.0,0.0
29,250,GAT-DQN,0.8649096470588236,0.4674698795180723,8700,300.0,9,0.001,0.99,-0.34609444444444476,10.653148148148148,412,112.42261904761905,300.0,0.11083937770376603,0.0,0.0,0.0,0.0
30,250,GAT-DQN,0.8602508235294117,0.46987951807228917,9000,300.0,9,0.001,0.99,-0.33134629629629625,10.273518518518518,426,111.37595129375951,300.0,0.11219360085825125,0.0,0.0,0.0,0.0
31,250,GAT-DQN,0.855592,0.47228915662650606,9300,300.0,9,0.001,0.99,-0.3202351851851851,9.890185185185183,461,109.85207100591715,300.0,0.10457684333746632,0.0,0.0,0.0,0.0
32,250,GAT-DQN,0.8509331764705883,0.4746987951807229,9600,300.0,9,0.001,0.99,-0.31274444444444444,9.636574074074074,494,102.36363636363636,300.0,0.1255774590993921,0.0,0.0,0.0,0.0
33,250,GAT-DQN,0.8462743529411765,0.4771084337349398,9900,300.0,9,0.001,0.99,-0.29660555555555557,9.174907407407408,516,107.85794655414908,300.0,0.14013269148766994,0.0,0.0,0.0,0.0
34,250,GAT-DQN,0.8416155294117647,0.47951807228915666,10200,300.0,9,0.001,0.99,-0.37383827160493815,11.478611111111112,490,110.32531824611033,300.0,0.13434197463095188,0.0,0.0,0.0,0.0
35,250,GAT-DQN,0.8369567058823529,0.4819277108433735,10500,300.0,9,0.001,0.99,-0.34315617283950595,10.571944444444446,482,107.71754636233952,300.0,0.13475118282561502,0.0,0.0,0.0,0.0
36,250,GAT-DQN,0.8322978823529412,0.4843373493975904,10800,300.0,9,0.001,0.99,-0.3727814814814814,11.53601851851852,493,114.44067796610169,300.0,0.13116852447390556,0.0,0.0,0.0,0.0
37,250,GAT-DQN,0.8276390588235294,0.48674698795180726,11100,300.0,9,0.001,0.99,-0.3152345679012345,9.744722222222224,459,104.66512345679013,300.0,0.1490549100873371,0.0,0.0,0.0,0.0
38,250,GAT-DQN,0.8229802352941177,0.4891566265060241,11400,300.0,9,0.001,0.99,-0.3107061728395064,9.576111111111112,492,102.9223602484472,300.0,0.1294876248948276,0.0,0.0,0.0,0.0
39,250,GAT-DQN,0.818321411764706,0.491566265060241,11700,300.0,9,0.001,0.99,-0.3921870370370371,12.066018518518518,447,114.43849493487699,300.0,0.14501292447249095,0.0,0.0,0.0,0.0
40,250,GAT-DQN,0.8136625882352941,0.49397590361445787,12000,300.0,9,0.001,0.99,-0.365025308641975,11.200092592592592,400,112.82826747720365,300.0,0.13667330890273055,0.0,0.0,0.0,0.0
