episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,gamma,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
1,250,GNN-DQN,0.9953567058823529,0.4,300,0.0,9,0.001,0.99,-0.36464320987654353,11.241574074074075,406,50.30295566502463,0.0,0.0,0.0,0.0,0.0,0.0
2,250,GNN-DQN,0.9906978823529412,0.4024096385542169,600,0.0,9,0.001,0.99,-0.3178246913580246,9.864351851851852,464,54.752155172413794,0.0,0.0,0.0,0.0,0.0,0.0
3,250,GNN-DQN,0.9860390588235294,0.40481927710843374,900,0.0,9,0.001,0.99,-0.3380469135802472,10.385370370370369,483,61.22153209109731,0.0,0.0,0.0,0.0,0.0,0.0
4,250,GNN-DQN,0.9813802352941177,0.4072289156626506,1200,201.0,9,0.001,0.99,-0.3943796296296298,12.110185185185186,409,48.09290953545232,201.0,0.0020453617522905383,0.0,0.0,0.0,0.0
5,250,GNN-DQN,0.9767214117647058,0.4096385542168675,1500,300.0,9,0.001,0.99,-0.3454314814814816,10.715833333333332,461,55.82863340563991,300.0,0.0013390719383217704,0.0,0.0,0.0,0.0
6,250,GNN-DQN,0.9720625882352941,0.41204819277108434,1800,300.0,9,0.001,0.99,-0.4171938271604937,12.808981481481482,423,56.858156028368796,300.0,0.003584393380927698,0.0,0.0,0.0,0.0
7,250,GNN-DQN,0.9674037647058824,0.41445783132530123,2100,300.0,9,0.001,0.99,-0.3334660493827162,10.277962962962963,501,56.510978043912175,300.0,0.006079088798530089,0.0,0.0,0.0,0.0
8,250,GNN-DQN,0.9627449411764706,0.4168674698795181,2400,300.0,9,0.001,0.99,-0.3576845679012347,11.038796296296297,419,52.28400954653938,300.0,0.009227760193559031,0.0,0.0,0.0,0.0
9,250,GNN-DQN,0.9580861176470589,0.41927710843373495,2700,300.0,9,0.001,0.99,-0.44707037037037073,13.713703703703704,389,51.544987146529564,300.0,0.012949272338688995,0.0,0.0,0.0,0.0
10,250,GNN-DQN,0.953427294117647,0.42168674698795183,3000,300.0,9,0.001,0.99,-0.3039481481481483,9.344351851851853,494,54.17004048582996,300.0,0.015518138127711911,0.0,0.0,0.0,0.0
