episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,gamma,avg_reward,avg_queue,throughput,avg_travel_time,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
1,250,GAT-DQN-Base,0.9953567058823529,0.4,300,0.0,9,0.001,0.99,-0.31680432098765426,9.831111111111111,464,112.6125730994152,0.0,0.0,0.0,0.0,0.0,0.0
2,250,GAT-DQN-Base,0.9906978823529412,0.4024096385542169,600,0.0,9,0.001,0.99,-0.37080000000000024,11.467685185185186,523,110.08423913043478,0.0,0.0,0.0,0.0,0.0,0.0
3,250,GAT-DQN-Base,0.9860390588235294,0.40481927710843374,900,0.0,9,0.001,0.99,-0.33700555555555534,10.395092592592592,449,107.50664697193501,0.0,0.0,0.0,0.0,0.0,0.0
4,250,GAT-DQN-Base,0.9813802352941177,0.4072289156626506,1200,201.0,9,0.001,0.99,-0.39490740740740754,12.218148148148149,455,110.78470254957507,201.0,0.003578910495233328,0.0,0.0,0.0,0.0
5,250,GAT-DQN-Base,0.9767214117647058,0.4096385542168675,1500,300.0,9,0.001,0.99,-0.33564814814814836,10.434351851851853,452,108.98268398268398,300.0,0.0010125405304521942,0.0,0.0,0.0,0.0
6,250,GAT-DQN-Base,0.9720625882352941,0.41204819277108434,1800,300.0,9,0.001,0.99,-0.32786481481481466,10.184814814814816,484,112.79093567251462,300.0,0.0029191441723378374,0.0,0.0,0.0,0.0
7,250,GAT-DQN-Base,0.9674037647058824,0.41445783132530123,2100,300.0,9,0.001,0.99,-0.38992283950617296,12.091111111111111,436,107.431718061674,300.0,0.005397058888726557,0.0,0.0,0.0,0.0
8,250,GAT-DQN-Base,0.9627449411764706,0.4168674698795181,2400,300.0,9,0.001,0.99,-0.4368944444444443,13.41935185185185,398,111.09375,300.0,0.008318256485508754,0.0,0.0,0.0,0.0
9,250,GAT-DQN-Base,0.9580861176470589,0.41927710843373495,2700,300.0,9,0.001,0.99,-0.31676790123456794,9.844722222222222,508,106.14977973568281,300.0,0.012823748000276585,0.0,0.0,0.0,0.0
10,250,GAT-DQN-Base,0.953427294117647,0.42168674698795183,3000,300.0,9,0.001,0.99,-0.3602944444444445,11.082777777777777,525,111.23809523809524,300.0,0.014093034224739918,0.0,0.0,0.0,0.0
11,250,GAT-DQN-Base,0.9487684705882353,0.4240963855421687,3300,300.0,9,0.001,0.99,-0.39332222222222196,12.162314814814815,433,114.74854651162791,300.0,0.01874476207808281,0.0,0.0,0.0,0.0
12,250,GAT-DQN-Base,0.9441096470588235,0.42650602409638555,3600,300.0,9,0.001,0.99,-0.4051975308641975,12.444907407407408,394,111.41467065868264,300.0,0.020920406682416796,0.0,0.0,0.0,0.0
13,250,GAT-DQN-Base,0.9394508235294118,0.42891566265060244,3900,300.0,9,0.001,0.99,-0.3383635802469137,10.481481481481481,443,111.89840348330914,300.0,0.022729831288258236,0.0,0.0,0.0,0.0
14,250,GAT-DQN-Base,0.934792,0.43132530120481927,4200,300.0,9,0.001,0.99,-0.33790370370370376,10.393425925925927,494,108.06433566433566,300.0,0.02680306772235781,0.0,0.0,0.0,0.0
15,250,GAT-DQN-Base,0.9301331764705882,0.43373493975903615,4500,300.0,9,0.001,0.99,-0.3685703703703704,11.441574074074074,397,117.20118343195266,300.0,0.03422596865178396,0.0,0.0,0.0,0.0
16,250,GAT-DQN-Base,0.9254743529411764,0.43614457831325304,4800,300.0,9,0.001,0.99,-0.37825370370370387,11.652407407407408,425,113.73609129814551,300.0,0.03653417094921072,0.0,0.0,0.0,0.0
17,250,GAT-DQN-Base,0.9208155294117647,0.43855421686746987,5100,300.0,9,0.001,0.99,-0.3658623456790124,11.29574074074074,373,113.4869029275809,300.0,0.0369373185109968,0.0,0.0,0.0,0.0
18,250,GAT-DQN-Base,0.916156705882353,0.44096385542168676,5400,300.0,9,0.001,0.99,-0.3158555555555556,9.746018518518518,490,107.73490427098675,300.0,0.04506124146282673,0.0,0.0,0.0,0.0
19,250,GAT-DQN-Base,0.9114978823529412,0.44337349397590364,5700,300.0,9,0.001,0.99,-0.35451851851851834,10.941666666666666,430,114.5243553008596,300.0,0.043349068375925226,0.0,0.0,0.0,0.0
20,250,GAT-DQN-Base,0.9068390588235294,0.44578313253012053,6000,300.0,9,0.001,0.99,-0.42125987654321,12.976203703703701,425,105.96148148148148,300.0,0.05506316017980377,0.0,0.0,0.0,0.0
21,250,GAT-DQN-Base,0.9021802352941176,0.44819277108433736,6300,300.0,9,0.001,0.99,-0.41920370370370375,12.839259259259258,403,108.03539823008849,300.0,0.05233526492801805,0.0,0.0,0.0,0.0
22,250,GAT-DQN-Base,0.8975214117647059,0.45060240963855425,6600,300.0,9,0.001,0.99,-0.2686450617283951,8.308240740740741,450,106.80989180834621,300.0,0.05862148872266213,0.0,0.0,0.0,0.0
23,250,GAT-DQN-Base,0.8928625882352941,0.4530120481927711,6900,300.0,9,0.001,0.99,-0.39628580246913603,12.20722222222222,409,105.03958944281526,300.0,0.05894965330759684,0.0,0.0,0.0,0.0
24,250,GAT-DQN-Base,0.8882037647058824,0.45542168674698796,7200,300.0,9,0.001,0.99,-0.2786135802469136,8.660555555555556,513,105.48882265275708,300.0,0.0709347571618855,0.0,0.0,0.0,0.0
25,250,GAT-DQN-Base,0.8835449411764706,0.45783132530120485,7500,300.0,9,0.001,0.99,-0.34587777777777756,10.742685185185186,493,109.46230440967283,300.0,0.06209025112912059,0.0,0.0,0.0,0.0
26,250,GAT-DQN-Base,0.8788861176470588,0.4602409638554217,7800,300.0,9,0.001,0.99,-0.3381277777777774,10.390462962962966,492,111.41797432239657,300.0,0.0760873554678013,0.0,0.0,0.0,0.0
27,250,GAT-DQN-Base,0.874227294117647,0.46265060240963857,8100,300.0,9,0.001,0.99,-0.334727160493827,10.288888888888888,481,105.55491329479769,300.0,0.072139919490243,0.0,0.0,0.0,0.0
28,250,GAT-DQN-Base,0.8695684705882353,0.46506024096385545,8400,300.0,9,0.001,0.99,-0.31370246913580263,9.693796296296295,482,109.68879056047197,300.0,0.07540370031259953,0.0,0.0,0.0,0.0
29,250,GAT-DQN-Base,0.8649096470588236,0.4674698795180723,8700,300.0,9,0.001,0.99,-0.35537469135802446,11.05537037037037,473,115.7994227994228,300.0,0.0806319785459588,0.0,0.0,0.0,0.0
30,250,GAT-DQN-Base,0.8602508235294117,0.46987951807228917,9000,300.0,9,0.001,0.99,-0.31387283950617284,9.652592592592592,494,105.58902077151335,300.0,0.08174493581056595,0.0,0.0,0.0,0.0
31,250,GAT-DQN-Base,0.855592,0.47228915662650606,9300,300.0,9,0.001,0.99,-0.30200802469135796,9.329537037037039,408,111.92,300.0,0.09014762793357174,0.0,0.0,0.0,0.0
32,250,GAT-DQN-Base,0.8509331764705883,0.4746987951807229,9600,300.0,9,0.001,0.99,-0.34410061728395075,10.615000000000002,501,109.14561664190194,300.0,0.0819268418320765,0.0,0.0,0.0,0.0
33,250,GAT-DQN-Base,0.8462743529411765,0.4771084337349398,9900,300.0,9,0.001,0.99,-0.43291666666666656,13.369629629629628,452,118.07723577235772,300.0,0.0913257254101336,0.0,0.0,0.0,0.0
34,250,GAT-DQN-Base,0.8416155294117647,0.47951807228915666,10200,300.0,9,0.001,0.99,-0.2864012345679014,8.86111111111111,456,108.8987915407855,300.0,0.08952030720810096,0.0,0.0,0.0,0.0
35,250,GAT-DQN-Base,0.8369567058823529,0.4819277108433735,10500,300.0,9,0.001,0.99,-0.3686327160493828,11.347870370370371,421,110.25185185185185,300.0,0.09331726832315326,0.0,0.0,0.0,0.0
36,250,GAT-DQN-Base,0.8322978823529412,0.4843373493975904,10800,300.0,9,0.001,0.99,-0.3638814814814816,11.223425925925927,426,108.73174366616989,300.0,0.1004889337780575,0.0,0.0,0.0,0.0
37,250,GAT-DQN-Base,0.8276390588235294,0.48674698795180726,11100,300.0,9,0.001,0.99,-0.3608993827160492,11.164537037037038,475,112.997113997114,300.0,0.10802103733023008,0.0,0.0,0.0,0.0
38,250,GAT-DQN-Base,0.8229802352941177,0.4891566265060241,11400,300.0,9,0.001,0.99,-0.3582654320987653,11.070648148148148,456,105.25114854517611,300.0,0.10199230128899217,0.0,0.0,0.0,0.0
39,250,GAT-DQN-Base,0.818321411764706,0.491566265060241,11700,300.0,9,0.001,0.99,-0.41854444444444444,12.896388888888888,416,106.97822931785196,300.0,0.09888662837445736,0.0,0.0,0.0,0.0
40,250,GAT-DQN-Base,0.8136625882352941,0.49397590361445787,12000,300.0,9,0.001,0.99,-0.29472592592592584,9.096481481481481,467,111.29046898638427,300.0,0.10562307763844729,0.0,0.0,0.0,0.0
41,250,GAT-DQN-Base,0.8090037647058823,0.4963855421686747,12300,300.0,9,0.001,0.99,-0.3923469135802469,12.074444444444444,416,108.15657311669129,300.0,0.10949948971470197,0.0,0.0,0.0,0.0
42,250,GAT-DQN-Base,0.8043449411764706,0.4987951807228916,12600,300.0,9,0.001,0.99,-0.3655259259259262,11.388796296296295,453,116.98118668596237,300.0,0.1066407146739463,0.0,0.0,0.0,0.0
43,250,GAT-DQN-Base,0.7996861176470589,0.5012048192771085,12900,300.0,9,0.001,0.99,-0.40550370370370376,12.432777777777778,411,107.57686676427525,300.0,0.10674543766925733,0.0,0.0,0.0,0.0
